stratified_fold,ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,Wealth_log,Income_log,Wealth_per_person,Income_per_person,Inc_to_Wealth_ratio,Age_bracket_Young,Age_bracket_Mid,Age_bracket_Senior,AccumulationInvestment,IncomeInvestment
4,1,60,0,2,0.2286846927260956,0.2333546444701228,68.18152509342502,53.26006651615792,3.9937885331083596,4.236733848559828,26.63003325807896,34.09076254671251,1.2801622219668138,0,0,1,1,0
3,4,69,1,4,0.7676851093771216,0.6545973260074002,166.18903413097556,404.99768919539054,6.006347467948566,5.119125113158733,101.24942229884763,41.54725853274389,0.41034563545570724,0,0,1,1,1
4,5,58,0,3,0.4297193675226367,0.3490390875072083,21.18672263444752,58.911929653703446,4.092875644785999,3.0994940304279384,19.637309884567816,7.062240878149173,0.3596338255933471,0,0,1,0,0
2,6,42,1,3,0.4797674931009692,0.5144153426724262,89.90436130563879,78.62297647567769,4.377302700391105,4.509807979192413,26.207658825225895,29.968120435212928,1.1434871247014038,0,1,0,1,0
4,8,59,1,2,0.3743173432155156,0.2161054703309501,131.4301798697563,100.66327925489348,4.621666168579892,4.886055562163098,50.33163962744674,65.71508993487815,1.3056417478409057,0,0,1,1,0
1,9,81,0,3,0.1950993223542031,0.1775007745349008,95.15639276810786,131.87795005829446,4.8894310381714,4.565975957272416,43.959316686098155,31.718797589369288,0.7215489225154437,0,0,1,1,1
4,10,71,0,2,0.5773477362859316,0.4541886817445423,104.69450386767294,199.47282917723103,5.300678722238062,4.66055289405666,99.73641458861552,52.34725193383647,0.5248559630878458,0,0,1,0,1
0,11,45,0,3,0.4726969826821422,0.5880702607529288,106.77795225312946,84.55148893099039,4.449118404406393,4.680073113003368,28.18382964366346,35.59265075104315,1.2628748896459998,0,1,0,1,0
3,12,81,1,2,0.2525378292188989,0.3164817574107727,55.50942976858407,87.98506446656698,4.488468540667236,4.03440752278539,43.99253223328349,27.754714884292035,0.630896051564261,0,0,1,0,0
4,13,67,1,2,0.3245489403974933,0.341892125257578,109.93016297768952,80.26904490896214,4.397765192622256,4.708900840943481,40.13452245448107,54.96508148884476,1.369521253209974,0,0,1,1,0
0,14,54,1,2,0.6995839363709593,0.680456109753491,74.49706507354873,367.1691712538524,5.908542537031356,4.324093782301366,183.5845856269262,37.24853253677436,0.20289575189318698,0,1,0,1,1
1,15,61,1,3,0.4172894994680743,0.3371883942586535,81.01210774827214,159.48745403362653,5.0782157715000045,4.406866891830991,53.16248467787551,27.004035916090714,0.50795285584778,0,0,1,1,1
2,16,53,1,2,0.4270299831006741,0.2207001733938288,45.23748483304034,48.015950742127785,3.892145770488292,3.8337908291356007,24.007975371063893,22.61874241652017,0.9421345226712402,0,1,0,1,0
4,18,80,1,1,0.1191733341042438,0.0988887262235276,6.80256710752066,4.054744286613343,1.6203272649640938,2.054452795897443,4.054744286613343,6.80256710752066,1.6776809156570485,0,0,1,0,0
3,19,73,1,3,0.2679989827743907,0.4306920922869802,64.08537892785886,100.53835770171308,4.620436635483713,4.175699929947398,33.512785900571025,21.36179297595295,0.6374221778914825,0,0,1,1,1
0,21,66,1,2,0.4109615071399204,0.45901689763896,60.830527711849705,74.4618664025875,4.3236274478982955,4.124397218417602,37.23093320129375,30.415263855924852,0.8169353073016161,0,0,1,1,1
0,22,40,0,3,0.4740746113313621,0.3859039369363733,48.82697007524979,57.81153257249605,4.074337967858486,3.9085564052118045,19.27051085749868,16.27565669174993,0.8445887507656097,0,1,0,1,0
3,23,63,1,3,0.3769644951696577,0.4075269990380274,50.99646065125056,142.16924847855287,4.964027486203978,3.9511756518659134,47.38974949285096,16.99882021708352,0.3587024704498153,0,0,1,0,1
0,24,81,0,2,0.5950243602504144,0.3405894653720069,156.06326462352845,462.4582775297859,6.138716364837249,5.05664868356751,231.22913876489295,78.03163231176423,0.33746452859950543,0,0,1,1,1
1,25,60,0,4,0.3777949221135011,0.3948597549982798,115.7383359139018,203.4366588853774,5.320258191002777,4.759934985038976,50.85916472134435,28.93458397847545,0.568915831335553,0,0,1,0,1
2,26,65,1,3,0.4296792383311633,0.3545936328257483,103.19013131212895,154.60300724402583,5.047307938318624,4.646217415737426,51.53433574800861,34.39671043737632,0.6674522905576691,0,0,1,0,0
2,27,63,1,3,0.2889962945484114,0.305997191840195,59.76875144099712,46.12414857607878,3.8527855782538447,4.107075700288628,15.374716192026261,19.92291714699904,1.295823408911548,0,0,1,1,1
1,28,53,1,3,0.3211411952527725,0.4703622980404852,43.51950539947347,64.90711666650425,4.188246427582221,3.795927416720148,21.635705555501417,14.506501799824491,0.6704889638385678,0,1,0,1,0
4,29,58,0,2,0.3774604499642994,0.3072669603088181,118.80519840669643,127.94888073889643,4.8594160524827545,4.785867077116358,63.97444036944822,59.40259920334822,0.9285364414335175,0,0,1,1,1
3,30,47,0,2,0.5571497757659825,0.425538868128102,50.26387425712772,30.415340384550927,3.4472963208925322,3.936986298593473,15.207670192275463,25.13193712856386,1.6525829933719431,0,1,0,1,1
4,31,65,0,1,0.439403374939476,0.477405448313188,41.20286709657215,88.41523878800646,4.493291123895137,3.742488159411168,88.41523878800646,41.20286709657215,0.4660154478049244,0,0,1,1,0
2,33,37,1,2,0.2343311287135371,0.2361651632344067,15.552373985483063,2.5048693135222533,1.2541532340631076,2.80652953476768,1.2524346567611266,7.776186992741532,6.208856446731705,0,1,0,0,0
4,34,48,1,2,0.342046994747744,0.2297238685853707,40.15848121504385,34.29558687373999,3.563757938382805,3.717430010747723,17.147793436869996,20.079240607521925,1.17095185928406,0,1,0,1,0
4,36,75,1,3,0.4763744059918047,0.4408588256926472,75.63259947343535,240.0268030028748,5.484908143086202,4.339022566805961,80.0089343342916,25.210866491145115,0.3151006409585412,0,0,1,0,1
1,37,58,1,2,0.2492372319229716,0.2603893025015945,16.267610986935235,56.3648899206085,4.049432442319753,2.848832549464909,28.18244496030425,8.133805493467618,0.28861248571315606,0,0,1,0,0
2,39,67,1,3,0.5131492776110324,0.4750998058050265,48.42405729755434,114.5415034815584,4.74962980291826,3.9004372954818494,38.18050116051946,16.141352432518115,0.42276428915000924,0,0,1,1,1
2,40,39,1,2,0.430238308865685,0.3446544858896295,37.85147311208451,31.196707286497137,3.4718641891383193,3.659745994037763,15.598353643248569,18.925736556042256,1.2133162889427038,0,1,0,1,0
3,41,53,0,1,0.4092772722702159,0.1124402192313402,110.90502245924624,146.94037625983523,4.99680932948375,4.7176504977712925,146.94037625983523,110.90502245924624,0.7547620693656892,0,1,0,0,1
0,43,60,1,3,0.3646814963279556,0.442686018262485,22.200264172993464,32.061328490440246,3.4983642758093567,3.1441636653743954,10.687109496813415,7.400088057664488,0.6924312003981038,0,0,1,0,0
3,44,59,0,2,0.4482828318749323,0.5336057961434132,28.52052660230291,111.04753942304666,4.718923240372145,3.385085838404561,55.52376971152333,14.260263301151454,0.2568316844342775,0,0,1,1,1
1,45,45,1,2,0.4989590520589944,0.5217796630910145,70.27306385919718,79.72534205925822,4.391052553975197,4.266518470055132,39.86267102962911,35.13653192959859,0.8814394776376706,0,1,0,0,0
4,46,55,1,2,0.2478393045063954,0.2018287256474489,40.173360256291645,45.953048306729904,3.849148130207541,3.7177914515012365,22.976524153364952,20.086680128145822,0.874226231699371,0,1,0,0,0
3,47,53,0,3,0.4373182398818375,0.4451549415201533,77.97589538428318,146.94935854058514,4.996870043186838,4.369142684189985,48.98311951352838,25.991965128094392,0.5306310701774682,0,1,0,1,1
4,48,63,1,3,0.3954785906794182,0.2304860203808981,112.26933732191134,111.15525669389584,4.719884131859698,4.729768498766545,37.051752231298615,37.42311244063711,1.0100227435134579,0,0,1,1,0
2,49,73,0,2,0.4987528516778593,0.4661110186014494,14.428307278142078,18.100173717431677,2.9496974301647145,2.736203957061181,9.050086858715838,7.214153639071039,0.7971363978814554,0,0,1,1,0
1,50,65,0,2,0.4564021144995668,0.3956339966969207,113.56109575119213,258.1162801806556,5.557276919174417,4.741108268033842,129.0581400903278,56.78054787559606,0.43996099615146594,0,0,1,1,0
1,51,47,1,2,0.2819365463877833,0.170054878636379,11.975120789481004,13.789541913682896,2.693920303537358,2.5630337384098536,6.894770956841448,5.987560394740502,0.8684204931853825,0,1,0,0,0
1,52,57,0,4,0.4839349497674777,0.367386318000181,182.31673473841536,88.60938857656164,4.49546009771206,5.211215447669153,22.15234714414041,45.57918368460384,2.057532928137601,0,0,1,1,0
4,53,43,0,2,0.3084687078707478,0.457586504255251,46.87153736626747,34.48366397453035,3.5690724208392473,3.8685211183319588,17.241831987265176,23.435768683133734,1.359238896449252,0,1,0,1,0
4,54,47,0,2,0.4033554080929515,0.241142381994513,36.13335826371373,41.89779651144943,3.7588204612453513,3.6145157101995453,20.948898255724714,18.066679131856866,0.8624166727679713,0,1,0,0,0
2,55,55,0,3,0.433592066118624,0.319829433480209,74.64903404265152,73.29536125042112,4.308048517075131,4.326104671384192,24.431787083473708,24.883011347550507,1.0184687375727017,0,1,0,1,0
0,56,74,1,1,0.5660170419145852,0.1991281639936334,112.66285313092632,178.4065267180299,5.18965432977692,4.733236637884784,178.4065267180299,112.66285313092632,0.6314951319521458,0,0,1,0,1
2,60,68,1,1,0.4075999426075543,0.2104489073012512,84.80062449276207,91.57768124431092,4.528048089321775,4.452026284937849,91.57768124431092,84.80062449276207,0.9259966330282045,0,0,1,1,1
3,62,56,1,3,0.0892576717594879,0.1242049153012,5.906170611457983,5.106772331700515,1.8093983736542423,1.9324153034784515,1.7022574439001719,1.968723537152661,1.1565368941151277,0,0,1,1,0
